gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
Female,1,0,0,26,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.8,2193.65,0,25-48,3,0.16436439578930853,0.7143917611815951
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,64.55,1,0-12,1,-2.0567072861168523,-0.39653675251115744
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,0,0-12,1,-2.0928327544011727,-0.37617613430002683
Female,0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,38.25,0,0-12,1,-2.0770405206098355,-0.3539778751051951
Female,0,0,0,36,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),89.65,3348.1,0,25-48,3,0.7963812443824491,0.5374116139284645
Male,0,0,0,7,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,74.35,533.6,0,0-12,3,-0.9467102945159792,0.9273828798025974
Female,1,1,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),49.45,2907.55,0,49-72,2,0.5727174752956666,-1.103085317202034
Female,0,1,0,19,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.1,1620.8,0,13-24,3,-0.11222174479377839,0.9898458859896424
Male,1,1,0,45,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.15,3480.35,0,25-48,0,0.8090741879519808,-0.07063773511114914
Male,1,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,293.85,0,0-12,3,-1.1461297415854725,0.9105750698555986
Female,0,1,1,31,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.2,3243.45,1,25-48,3,0.8850360284509992,1.047112581457405
Male,0,1,1,47,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.05,4137.2,0,25-48,0,1.2886016035715249,0.2546673700674524
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,79.25,1,0-12,3,-1.1395817310470782,1.2170584924344015
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1,0-12,1,-1.7042534269619836,0.3132424958310832
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.4,19.4,0,0-12,1,-2.123442022182656,-0.35771261081766853
Female,1,1,1,59,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),88.75,5348.65,0,49-72,0,1.9004164796069893,-0.10895369646924984
Male,0,1,0,10,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,659.65,1,0-12,3,-0.9090095283642169,0.737857478117146
Male,1,0,0,35,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),91.0,3180.5,0,25-48,3,0.745887753013824,0.6022116677472934
Male,0,0,0,4,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.65,118.5,1,0-12,1,-1.8595418848743335,-0.1645986395096496
Male,0,1,1,32,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,90.8,3023.85,0,25-48,3,0.627361211151883,0.6753528129684967
Male,0,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3365.85,1,25-48,0,0.7728477265439829,0.05302087839533316
Male,0,0,0,4,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,54.3,195.3,1,0-12,1,-1.4390237453772057,0.48258735981307815
Female,1,1,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.95,1031.1,0,49-72,2,-0.6089890143398422,-1.7075217287668334
Female,1,0,0,11,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.15,997.65,1,0-12,3,-0.3822782906799727,1.3638166562140825
Female,1,0,0,66,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),102.4,6471.85,0,49-72,0,2.6121565648091174,0.04722025237597577
Male,0,1,1,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.9,6241.35,0,49-72,0,2.3886049064649204,0.111231236532974
Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.7,6501.35,0,49-72,0,2.538284306675436,-0.4628001144302309
Male,0,1,1,44,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,54.3,2317.1,0,25-48,2,0.10799830867847424,-0.5637569262880125
Male,0,0,0,41,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,2237.55,0,25-48,2,0.03792793932174722,-0.4505491826884298
Male,0,1,0,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,103.95,5231.3,0,49-72,0,1.903397413423842,0.5171317479533729
Male,0,1,0,47,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),110.85,5275.8,1,25-48,0,1.9585266764844633,0.7718637985102639
Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,165.5,0,0-12,1,-1.9066895290850738,-0.5150056532621129
Male,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,358.5,0,13-24,1,-1.6205672982621127,-0.7701410769471553
Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),91.95,6614.9,0,49-72,0,2.6240758931522663,-0.38025562929764334
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.5,80.5,1,0-12,3,-1.1190332704970452,1.2499484486426735
Female,1,0,0,42,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75,0,25-48,2,0.1142813447341669,-0.48155557539096855
Female,1,0,0,18,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1294.6,0,13-24,3,-0.4635426513804654,0.644078175483828
Female,0,0,1,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.15,1299.1,0,13-24,3,-0.10229421784876191,1.5432901041967804
Female,0,1,1,68,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),83.65,5733.4,0,49-72,0,2.138967252652965,-0.47621510234095654
Male,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.2,305.55,1,0-12,3,-1.117671312073473,0.9510853660503152
Male,0,0,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),110.05,7430.75,0,49-72,0,3.0863719693946994,0.14870632936650294
Male,0,0,0,17,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,51.5,900.5,1,13-24,1,-0.976866572575401,0.06835621225298469
Male,0,1,1,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.5,630.6,0,25-48,1,-1.2909592485157166,-0.8070334175243082
Male,1,0,0,43,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.55,3856.75,1,25-48,0,1.105794103069263,0.34797026140163706
Female,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1222.65,0,49-72,2,-0.42834995168605905,-1.8218449626746471
Female,1,0,0,5,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,80.7,374.8,0,0-12,3,-0.9370053326663066,1.1483710337815476
Male,0,1,1,21,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Mailed check,77.5,1625.0,1,13-24,3,-0.25205436356584016,0.634740587202334
Female,0,1,1,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),105.1,7234.8,0,49-72,0,2.9489544853089695,0.02360403925231402
Male,0,0,0,13,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,331.85,0,13-24,1,-1.6615982162769447,-0.5114424314645387
Male,0,1,0,42,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.25,3959.35,1,25-48,0,1.204818246691063,0.5200703795231554
Male,0,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.65,5088.4,0,49-72,0,1.7736805039161032,0.2529048720123087
Male,1,0,0,46,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.0,3969.4,1,25-48,0,1.134719274804046,0.15090393707313488
Male,0,1,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),80.8,4860.85,0,49-72,0,1.6751456175810153,-0.35467686338161114
Male,0,0,0,29,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Mailed check,24.85,788.05,0,25-48,1,-1.1628110644968723,-0.9273147284709472
Female,0,0,1,25,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),54.75,1266.35,0,25-48,3,-0.6321585467414952,-0.053736109629797565
Female,0,1,1,5,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,85.75,470.95,1,0-12,3,-0.8272578642639521,1.2787939416144392
Male,0,0,0,15,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,50.75,688.2,0,13-24,1,-1.0974921280440133,0.10377855555656375
Female,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,387.7,0,13-24,1,-1.5872741078702022,-0.793023861064865
Male,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.05,845.25,0,25-48,2,-0.8768678677233437,-1.426239905085299
Female,1,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.25,560.6,1,0-12,3,-0.5760245204315255,1.5808859626251408
Male,0,1,1,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25,0,49-72,0,1.272238785078113,-0.505826421907135
Male,0,1,1,62,1,No,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),81.45,4983.05,0,49-72,0,1.7446079520779643,-0.3655769255462362
Female,0,1,1,70,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),58.4,4113.15,0,49-72,0,1.3020846030018676,-1.1471141613163554
Female,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.7,25.7,1,0-12,1,-2.01987778101049,-0.19194723152797682
Male,0,1,1,10,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0,0,0-12,1,-1.214477436501089,0.3096323612171134
Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.6,471.85,0,25-48,1,-1.4096886862349993,-0.9828896912280067
Male,0,0,0,66,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),89.4,5976.9,0,49-72,0,2.2570328503283164,-0.2818606519702082
Female,0,1,1,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,506.9,1,0-12,3,-1.0409224865055509,0.7871886334282956
Male,0,1,1,51,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),84.2,4299.75,0,49-72,0,1.3342905449858355,-0.002713446379142446
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),106.1,7548.6,0,49-72,0,3.1265101910386024,-0.032696653195456116
Male,0,0,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.75,1654.75,0,49-72,2,-0.0619868877935552,-1.8172430000746476
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),46.05,80.35,1,0-12,1,-1.6521736814483623,0.31784728503488247
Male,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),64.95,4551.5,0,49-72,0,1.5364626283092833,-0.9863953361671642
Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.45,6227.5,0,49-72,0,2.4054555132702906,-0.5410291418862101
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,0,0-12,1,-2.112756822696639,-0.3406098335893669
Female,1,1,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,76.4,76.4,1,0-12,3,-1.1864322211011533,1.1420693922795413
Female,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,514.0,1,0-12,3,-0.5764818940525943,1.666133556798139
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,57.5,0,0-12,1,-2.045052448568118,-0.37395890533603765
Male,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1474.35,0,49-72,2,-0.28396050993317623,-1.6511248969261778
Male,1,1,1,22,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,40.05,880.2,1,13-24,1,-1.0521351878745717,-0.35633041275349187
Male,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.6,3270.25,0,25-48,3,0.8809976696205668,0.902109953856073
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,69.95,1,0-12,3,-1.2924622775393233,0.972357218244857
Male,1,1,0,54,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.0,3919.15,0,49-72,0,1.1272590574533938,-0.33531562814573984
Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,99.4,7285.7,0,49-72,0,2.9411930724652584,-0.2020896241065603
Male,0,0,1,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.3,93.3,1,0-12,3,-0.9086170344647077,1.5867416002153802
Male,0,0,0,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.15,169.05,1,0-12,1,-1.5529852575301981,0.3723793517825382
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),107.45,7658.3,0,49-72,0,3.1804959243820012,-9.240528940220055e-05
Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),83.6,5959.3,0,49-72,0,2.296888083201116,-0.5825358332056781
Male,1,1,0,54,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.05,5295.7,0,49-72,0,1.935624038214905,0.28741518254042264
Female,0,1,0,59,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,80.1,4693.2,0,49-72,0,1.5684290836847652,-0.3191396043772791
Male,0,0,0,54,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),65.3,3512.9,0,49-72,2,0.8675877382487973,-0.5535272267905254
Male,0,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Electronic check,89.55,5231.2,0,49-72,0,1.90197955000993,-0.10945127611065016
Female,0,1,0,60,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.8,3603.45,0,49-72,2,0.9601666175065475,-0.8228733766682418
Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.5,217.45,0,0-12,3,-1.1294988617321258,1.038767131562493
Female,0,1,0,69,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),99.15,6875.35,0,49-72,0,2.7474154746681094,-0.12343553165850582
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,19.25,0,0-12,1,-2.12590783744866,-0.3616594055626611
Male,0,1,1,50,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),39.45,2021.35,0,49-72,2,-0.07987996026957712,-1.0953109134858747
Female,0,0,0,56,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),44.85,2564.95,0,49-72,2,0.30547727582879314,-1.116098710439796
Female,0,1,0,60,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,97.2,5611.75,0,49-72,0,2.1371570547368846,0.08179636525635706
Male,1,1,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,110.55,7610.1,0,49-72,0,3.1470717307770903,0.1570474671494913
Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,35.05,35.05,1,0-12,1,-1.8661752960962434,0.054069640909898666
Female,1,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.0,73.0,1,0-12,3,-1.242324033797243,1.052608711393041
Female,0,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,45.75,0,0-12,1,-2.0614165476362034,-0.3947136908991083
Male,0,1,1,60,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),76.95,4543.95,0,49-72,0,1.496886927589567,-0.42281969207291675
Female,0,0,0,13,0,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,0,Mailed check,35.4,450.4,0,13-24,1,-1.4613221154351927,-0.24466034929891964
Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.45,1297.35,0,49-72,2,-0.3217611894702161,-1.873025756442531
Female,0,0,0,45,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),96.75,4442.75,0,25-48,0,1.4402127483161806,0.4723733059085727
Female,0,0,0,25,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,54.2,1423.15,0,25-48,3,-0.5950282879102071,-0.07244373069465186
Male,0,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),100.1,4378.35,0,25-48,0,1.4522921484199072,0.5870728709652363
Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.25,74.2,0,0-12,1,-1.6668945593137114,0.296941741125031
Male,1,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.85,2716.3,1,25-48,3,0.44801643573053174,0.4758465735028679
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,70.1,1,0-12,3,-1.2899964622733195,0.9763040129898493
Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.85,450.65,0,13-24,1,-1.4881695098771268,-0.8504730530408351
Female,0,0,0,35,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,33.45,1175.85,0,25-48,2,-0.7715055142538118,-0.8596237773284432
Female,0,1,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,558.8,0,25-48,1,-1.3051562452670096,-1.0436188790144643
Male,1,1,0,27,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Electronic check,85.9,2220.1,0,25-48,3,0.19685064719773276,0.6915830101806085
Male,0,0,1,54,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,61.0,3283.05,0,49-72,2,0.7307173656929196,-0.6605966145190402
Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,142.35,1,0-12,3,-1.236805607648299,0.9641147728262477
Male,0,0,0,57,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,1,Electronic check,86.9,4939.25,0,49-72,0,1.704195536758592,-0.09719797249161242
Male,0,0,0,62,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.4,4237.5,0,49-72,0,1.3312881580530072,-0.6628894520789942
Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,335.95,0,13-24,1,-1.691671892924484,-0.6874406126587059
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,33.2,1,0-12,1,-2.0809441544282334,-0.3577927562967544
Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.3,7188.5,0,49-72,0,2.945562730225553,-0.02095119678716083
Female,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,0,13-24,1,-0.9826209129427436,-0.20377901342079535
Female,0,0,1,23,1,No,DSL,No,No,No,Yes,No,No,One year,1,Electronic check,49.45,1119.35,0,13-24,1,-0.8070842484316734,-0.1399136480890893
Male,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,116.6,0,0-12,1,-1.9599938340178398,-0.452375559828573
Male,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.55,68.8,0,0-12,1,-2.0371933674808034,-0.4292834087916794
Female,0,0,0,3,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.0,287.4,1,0-12,3,-0.713412534297132,1.6821867077336983
Female,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.5,2341.55,0,13-24,3,0.2627508334949337,0.9874112754296845
Male,0,0,0,26,0,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Credit card (automatic),54.55,1362.85,0,25-48,3,-0.5839609595057093,-0.08633235185220692
Female,0,0,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,163.6,0,0-12,1,-1.908861584172813,-0.5175883917187378
Male,0,0,0,26,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.95,2254.2,1,25-48,3,0.15226285329145975,0.6640347472720777
Male,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,145.15,0,0-12,3,-1.0939050395218552,1.1958215913326058
Male,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),116.2,7752.3,1,49-72,0,3.23379809701614,0.3514951397189789
Female,0,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),93.7,6585.35,1,49-72,0,2.6205488731876154,-0.30863648349831274
Female,0,0,0,59,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1,0,49-72,0,1.5916526156881246,-0.3282252991908366
Male,0,1,1,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55,0,25-48,0,1.175850371385169,0.7227046517085465
Male,0,0,1,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,397.0,0,13-24,1,-1.5472042579078795,-0.857221766227593
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,19.7,1,0-12,1,-2.118510391650648,-0.3498190213276831
Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.2,1027.25,0,25-48,2,-0.7285996504587324,-1.5261110209757958
Female,1,1,0,31,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),50.4,1580.1,0,25-48,2,-0.4716637648480552,-0.32514022355707806
Female,0,1,1,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,113.35,7222.75,0,49-72,0,2.9630654883751,0.364877127402876
Male,0,1,1,46,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.0,3769.7,0,25-48,0,0.9953941525730786,0.02458565690402397
Female,0,0,0,52,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.95,4233.95,0,49-72,0,1.285620785526739,-0.111273991263149
Female,0,1,1,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,0,49-72,2,-0.022007034462322248,-1.8897786934276983
Female,1,0,0,67,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.9,3725.5,0,49-72,2,1.0624955774551677,-1.1546725584203383
Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.55,413.65,1,0-12,3,-1.0087539663966605,1.0116798843359007
Female,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,109.25,7707.7,0,49-72,0,3.20094265585647,0.07071826133664734
Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),77.65,714.15,1,0-12,3,-0.7942306093920568,0.9599794420379278
Female,1,0,0,26,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,95.0,2497.2,1,25-48,3,0.4019728799063566,0.9485376032717979
Male,0,0,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),116.3,8309.55,0,49-72,0,3.4913695396778186,0.24020492423248369
